Size,Time
62300,1138
62400,1145
62500,1146
62600,1140
62700,1152
62800,1147
62900,1155
63000,1149
63100,1148
63200,1150
63300,1147
63400,1147
63500,1162
63600,1155
63700,1157
63800,1163
63900,1161
64000,1174
64100,1173
64200,1173
64300,1172
64400,1171
64500,1172
64600,1181
64700,1184
64800,1180
64900,1186
65000,1190
65100,1176
65200,1182
65300,1186
65400,1171
65500,1178
65600,1071
65700,1179
65800,1079
65900,1181
66000,1194
66100,1200
66200,1307
66300,1109
66400,1210
66500,1215
66600,1102
66700,1098
66800,1215
66900,1217
67000,1214
67100,1234
67200,1233
67300,1226
67400,1122
67500,1220
67600,1217
67700,1224
67800,1219
67900,1222
68000,1236
68100,1232
68200,1233
68300,1229
68400,1233
68500,1239
68600,1235
68700,1239
68800,1236
68900,1249
69000,1246
69100,1244
69200,1266
69300,1246
69400,1246
69500,1236
69600,1241
69700,1256
69800,1256
69900,1256
70000,1263
70100,1258
70200,1262
70300,1263
70400,1268
70500,1265
70600,1266
70700,1264
70800,1275
70900,1280
71000,1281
71100,1275
71200,1283
71300,1288
71400,1286
71500,1282
71600,1277
71700,1336
71800,1282
71900,1285
72000,1364
72100,1310
72200,1307
72300,1296
72400,1299
72500,1303
72600,1305
72700,1306
72800,1301
72900,1305
73000,1305
73100,1301
73200,1327
73300,1304
73400,1312
73500,1304
73600,1306
73700,1456
73800,1307
73900,1322
74000,1343
74100,1328
74200,1318
74300,1328
74400,1334
74500,1324
74600,1324
74700,1324
74800,1335
74900,1328
75000,1333
75100,1333
75200,1334
75300,1335
75400,1350
75500,1340
75600,1338
75700,1339
75800,1344
75900,1338
76000,1348
76100,1342
76200,1346
76300,1366
76400,1366
76500,1392
76600,1357
76700,1397
76800,1374
76900,1363
77000,1366
77100,1377
77200,1383
77300,1381
77400,1369
77500,1374
77600,1365
77700,1366
77800,1364
77900,1367
78000,1385
78100,1395
78200,1371
78300,1406
78400,1389
78500,1392
78600,1402
78700,1401
78800,1397
78900,1397
79000,1386
79100,1429
79200,1398
79300,1398
79400,1413
79500,1415
79600,1393
79700,1413
79800,1412
79900,1404
80000,1401
80100,1405
80200,1404
80300,1417
80400,1420
80500,1426
80600,1414
80700,1410
80800,1419
80900,1415
81000,1421
81100,1429
81200,1435
81300,1424
81400,1436
81500,1429
81600,1424
81700,1418
81800,1421
81900,1423
82000,1442
82100,1446
82200,1459
82300,1463
82400,1469
82500,1476
82600,1483
82700,1489
82800,1482
82900,1497
83000,1503
83100,1514
83200,1527
83300,1526
83400,1531
83500,1523
83600,1533
83700,1538
83800,1545
83900,1581
84000,1556
84100,1559
84200,1574
84300,1586
84400,1580
84500,1596
84600,1625
84700,1612
84800,1604
84900,1620
85000,1632
85100,1606
85200,1638
85300,1629
85400,1621
85500,1651
85600,1656
85700,1664
85800,1663
85900,1716
86000,1663
86100,1659
86200,1681
86300,2754
86400,1710
86500,1703
86600,1705
86700,1725
86800,1728
86900,1860
87000,1698
87100,1743
87200,1730
87300,1827
87400,1775
87500,1737
87600,1755
87700,1742
87800,1772
87900,1787
88000,1767
88100,1785
88200,1766
88300,1806
88400,1775
88500,1847
88600,1859
88700,1818
88800,1838
88900,1828
89000,1829
89100,1859
89200,1998
89300,1851
89400,1833
89500,1848
89600,1876
89700,1850
89800,1858
89900,1880
90000,1873
90100,1865
90200,1917
90300,1871
90400,1894
90500,1901
90600,1909
90700,2225
90800,1915
90900,1903
91000,1934
91100,1921
91200,1951
91300,1919
91400,1933
91500,1925
91600,1920
91700,1933
91800,1939
91900,1930
92000,1961
92100,1935
92200,2128
92300,1971
92400,2039
92500,1946
92600,1980
92700,1975
92800,1978
92900,3120
93000,2780
93100,2729
93200,2813
93300,1975
93400,1990
93500,1978
93600,1941
93700,1999
93800,1983
93900,1980
94000,1968
94100,1945
94200,2002
94300,1969
94400,1987
94500,1989
94600,1993
94700,1988
94800,2001
94900,2000
95000,1983
95100,1987
95200,2002
95300,1997
95400,1990
95500,1986
95600,1989
95700,2000
95800,2002
95900,1988
96000,2010
96100,2034
96200,2002
96300,2023
96400,2005
96500,2013
96600,2004
96700,2020
96800,1995
96900,2002
97000,1994
97100,2019
97200,2015
97300,2021
97400,2003
97500,2012
97600,2004
97700,1991
97800,2005
97900,2011
98000,2015
98100,1985
98200,1997
98300,2015
98400,2017
98500,2036
98600,2034
98700,2035
98800,2029
98900,2029
99000,2053
99100,2060
99200,2048
99300,2048
99400,2071
99500,2049
99600,2040
99700,2055
99800,2043
99900,2050
100000,2090
