Size,Time
90600,3923
90700,3937
90800,3905
90900,3895
91000,3959
91100,3906
91200,3951
91300,3959
91400,4000
91500,3968
91600,3966
91700,3999
91800,3940
91900,3959
92000,3956
92100,3933
92200,4465
92300,4004
92400,3989
92500,3987
92600,3950
92700,4000
92800,3965
92900,4437
93000,5053
93100,4130
93200,4057
93300,3954
93400,4005
93500,3980
93600,4018
93700,4030
93800,4073
93900,4007
94000,4031
94100,4053
94200,4104
94300,4161
94400,4030
94500,4007
94600,4016
94700,4049
94800,4043
94900,4031
95000,4037
95100,4077
95200,4090
95300,4068
95400,4082
95500,4057
95600,4093
95700,4066
95800,4064
95900,4075
96000,4036
96100,4044
96200,4105
96300,4127
96400,4050
96500,4058
96600,4072
96700,4082
96800,4092
96900,4076
97000,4092
97100,4047
97200,4102
97300,4206
97400,4127
97500,4110
97600,4138
97700,4112
97800,4107
97900,4111
98000,4107
98100,4094
98200,4160
98300,4142
98400,4243
98500,4204
98600,4194
98700,4157
98800,4178
98900,4171
99000,4223
99100,4231
99200,4214
99300,4236
99400,4358
99500,4215
99600,4269
99700,4255
99800,4233
99900,4238
100000,4253
