Size,Time
90100,1988
90200,1982
90300,2015
90400,1996
90500,2023
90600,1985
90700,2005
90800,2001
90900,2384
91000,1998
91100,1998
91200,2001
91300,2013
91400,2019
91500,2010
91600,2017
91700,2015
91800,2016
91900,2023
92000,2020
92100,2025
92200,2015
92300,2053
92400,2150
92500,2063
92600,2047
92700,2060
92800,2043
92900,3164
93000,3109
93100,3035
93200,2067
93300,2066
93400,2060
93500,2062
93600,2066
93700,2079
93800,2077
93900,2098
94000,2079
94100,2076
94200,2067
94300,2069
94400,2105
94500,2087
94600,2089
94700,2105
94800,2089
94900,2088
95000,2101
95100,2102
95200,2101
95300,2089
95400,2093
95500,2120
95600,2100
95700,2104
95800,2107
95900,2110
96000,2109
96100,2102
96200,2103
96300,2097
96400,2124
96500,2105
96600,2112
96700,2115
96800,2112
96900,2117
97000,2142
97100,2111
97200,2114
97300,2127
97400,2124
97500,2118
97600,2095
97700,2127
97800,2127
97900,2123
98000,2134
98100,2102
98200,2114
98300,2135
98400,2126
98500,2118
98600,2152
98700,2152
98800,2141
98900,2155
99000,2149
99100,2162
99200,2183
99300,2194
99400,2224
99500,2181
99600,2205
99700,2206
99800,2190
99900,2197
100000,2218
